Annotation accession	Annotation status	Annotation type	Genome assembly	Experiment accession	Experiment status	Description	Biosample summary	Biosample term name	Biosample classification	Assay name	Perturbed	training and test regions	observed signal profile	models	alignments	unfiltered alignments	selected regions for predicted signal and sequence contribution scores	predicted signal profile	bias-corrected predicted signal profile	profile sequence contribution scores	counts sequence contribution scores	bias models	sequence motifs	sequence motifs instances	normalized observed signal profile	normalized predicted signal profile	normalized bias-corrected predicted signal profile	sequence motifs report
ENCSR365UQB	in progress	ChromBPNet-model	GRCh38	ENCSR318PRQ	released	DNase-seq on 78 year old male human middle frontal gyral tissue	Homo sapiens middle frontal gyrus tissue male adult (78 years)	middle frontal gyrus	tissue	DNase-seq	false	['ENCFF055YNT.tar.gz']	['ENCFF636QZP.bigWig']	['ENCFF619HXS.tar.gz']	['ENCFF976RCN.bam', 'ENCFF217KKF.bam']	[]	['ENCFF994ALP.bed.gz', 'ENCFF123UBB.bigBed']	['ENCFF919DTI.bigWig', 'ENCFF514LGG.tar.gz']	['ENCFF224KMY.bigWig', 'ENCFF376IZW.tar.gz']	['ENCFF638JDL.tar.gz', 'ENCFF508VHK.bigWig']	['ENCFF947GIM.tar.gz', 'ENCFF317MSU.bigWig']	['ENCFF180KAC.tar.gz']	['ENCFF404NRU.tar.gz']	['ENCFF588UED.tar.gz']	['ENCFF092AZG.bigWig']	['ENCFF342QCR.bigWig']	['ENCFF126SLB.bigWig']	['ENCFF653WJS.tar.gz']
ENCSR503WCY	in progress	ChromBPNet-model	GRCh38	ENCSR097AMI	released		Homo sapiens CD8-positive, alpha-beta T cell female adult (33 years)	CD8-positive, alpha-beta T cell	primary cell	DNase-seq	false	['ENCFF178RQJ.tar.gz']	['ENCFF507XGA.bigWig']	['ENCFF244FPM.tar.gz']	['ENCFF240NPO.bam']	[]	['ENCFF126VGW.bed.gz', 'ENCFF411SUJ.bigBed']	['ENCFF229LXM.bigWig', 'ENCFF336HVB.tar.gz']	['ENCFF898BRZ.bigWig', 'ENCFF868YPW.tar.gz']	['ENCFF512PEL.bigWig', 'ENCFF855DQG.tar.gz']	['ENCFF592PNH.bigWig', 'ENCFF484XEX.tar.gz']	['ENCFF804BEL.tar.gz']	['ENCFF249KZX.tar.gz']	['ENCFF539BMZ.tar.gz']	['ENCFF033DOH.bigWig']	['ENCFF378AMM.bigWig']	['ENCFF909CNU.bigWig']	['ENCFF442AYC.tar.gz']
ENCSR916WZI	in progress	ChromBPNet-model	GRCh38	ENCSR086OGH	released	ATAC-seq on human sigmoid colon	Homo sapiens sigmoid colon tissue male adult (54 years)	sigmoid colon	tissue	ATAC-seq	false	['ENCFF702RUE.tar.gz']	['ENCFF865OXU.bigWig']	['ENCFF090VOK.tar.gz']	['ENCFF182ZGK.bam']	[]	['ENCFF876FMB.bed.gz', 'ENCFF735FPO.bigBed']	['ENCFF914IHA.bigWig', 'ENCFF593LMB.tar.gz']	['ENCFF115LLT.bigWig', 'ENCFF556MIT.tar.gz']	['ENCFF715XCZ.bigWig', 'ENCFF731SCY.tar.gz']	['ENCFF923HLV.bigWig', 'ENCFF663THN.tar.gz']	['ENCFF881REW.tar.gz']	['ENCFF839WJC.tar.gz']	['ENCFF985PHN.tar.gz']	['ENCFF390FQT.bigWig']	['ENCFF807UYU.bigWig']	['ENCFF165YOH.bigWig']	['ENCFF438IGD.tar.gz']
ENCSR530WDD	in progress	ChromBPNet-model	GRCh38	ENCSR082PDJ	released		Homo sapiens psoas muscle tissue female child (16 years)	psoas muscle	tissue	DNase-seq	false	['ENCFF190HEO.tar.gz']	['ENCFF128PLQ.bigWig']	['ENCFF661GTO.tar.gz']	['ENCFF609OFI.bam']	[]	['ENCFF425UOS.bed.gz', 'ENCFF322CJE.bigBed']	['ENCFF317MZX.bigWig', 'ENCFF918GOW.tar.gz']	['ENCFF339OCJ.bigWig', 'ENCFF521PBV.tar.gz']	['ENCFF382ERC.bigWig', 'ENCFF757YDE.tar.gz']	['ENCFF772ZRZ.bigWig', 'ENCFF297VWS.tar.gz']	['ENCFF415ZNT.tar.gz']	['ENCFF924PYD.tar.gz']	['ENCFF568NIB.tar.gz']	['ENCFF508HDP.bigWig']	['ENCFF215SDI.bigWig']	['ENCFF097YFK.bigWig']	['ENCFF965PXZ.tar.gz']
ENCSR105QNI	in progress	ChromBPNet-model	GRCh38	ENCSR325LYJ	released		Homo sapiens fibroblast of upper back skin male embryo (97 days)	fibroblast of upper back skin	primary cell	DNase-seq	false	['ENCFF790TKF.tar.gz']	['ENCFF444ANV.bigWig']	['ENCFF304MVD.tar.gz']	['ENCFF548PCJ.bam']	[]	['ENCFF563KMV.bed.gz', 'ENCFF778YQU.bigBed']	['ENCFF045DDM.bigWig', 'ENCFF119QCU.tar.gz']	['ENCFF258WNE.bigWig', 'ENCFF804EVP.tar.gz']	['ENCFF358MWD.bigWig', 'ENCFF156LJF.tar.gz']	['ENCFF335LOJ.bigWig', 'ENCFF517XPU.tar.gz']	['ENCFF804BEL.tar.gz']	['ENCFF677UPD.tar.gz']	['ENCFF995OEG.tar.gz']	['ENCFF215RFV.bigWig']	['ENCFF120NQA.bigWig']	['ENCFF864LTW.bigWig']	['ENCFF577YHK.tar.gz']
ENCSR718IML	in progress	ChromBPNet-model	GRCh38	ENCSR286STX	released	ATAC-seq on human heart left ventricle	Homo sapiens heart left ventricle tissue male adult (66 years)	heart left ventricle	tissue	ATAC-seq	false	['ENCFF729SMV.tar.gz']	['ENCFF574OMW.bigWig']	['ENCFF618IMB.tar.gz']	['ENCFF440WVI.bam']	[]	['ENCFF745LDM.bed.gz', 'ENCFF440RAJ.bigBed']	['ENCFF536NJB.bigWig', 'ENCFF615OGM.tar.gz']	['ENCFF678LZZ.bigWig', 'ENCFF061WBV.tar.gz']	['ENCFF777YVF.bigWig', 'ENCFF736NRO.tar.gz']	['ENCFF573YEA.bigWig', 'ENCFF133ITC.tar.gz']	['ENCFF881REW.tar.gz']	['ENCFF662BKC.tar.gz']	['ENCFF262CAN.tar.gz']	['ENCFF200UND.bigWig']	['ENCFF976GKC.bigWig']	['ENCFF273HRX.bigWig']	['ENCFF948JPM.tar.gz']
ENCSR516FBL	in progress	ChromBPNet-model	GRCh38	ENCSR895KTN	released		Homo sapiens HAP-1	HAP-1	cell line	DNase-seq	false	['ENCFF825DFX.tar.gz']	['ENCFF373QLZ.bigWig']	['ENCFF885OEC.tar.gz']	['ENCFF162WTC.bam', 'ENCFF443OOK.bam']	[]	['ENCFF206DUL.bed.gz', 'ENCFF945WTE.bigBed']	['ENCFF018QSS.bigWig', 'ENCFF909WLD.tar.gz']	['ENCFF984VTL.bigWig', 'ENCFF399UXV.tar.gz']	['ENCFF162LLO.bigWig', 'ENCFF977EME.tar.gz']	['ENCFF721HIQ.bigWig', 'ENCFF004NIV.tar.gz']	['ENCFF831SGP.tar.gz']	['ENCFF512VZS.tar.gz']	['ENCFF428NAH.tar.gz']	['ENCFF346AAC.bigWig']	['ENCFF296SWX.bigWig']	['ENCFF715BCA.bigWig']	['ENCFF940SHB.tar.gz']
ENCSR031MEP	in progress	ChromBPNet-model	GRCh38	ENCSR396EWH	released		Homo sapiens activated naive CD4-positive, alpha-beta T cell male adult (43 years) treated with 10 ng/mL Interleukin-2 for 5 days, anti-CD3 and anti-CD28 coated beads for 7 days	activated naive CD4-positive, alpha-beta T cell	primary cell	DNase-seq	false	['ENCFF898ZHW.tar.gz']	['ENCFF794PUR.bigWig']	['ENCFF517XJB.tar.gz']	['ENCFF410YVW.bam']	[]	['ENCFF790NWP.bed.gz', 'ENCFF323SRD.bigBed']	['ENCFF967HUF.bigWig', 'ENCFF265LWE.tar.gz']	['ENCFF763TZY.bigWig', 'ENCFF883KEC.tar.gz']	['ENCFF611DDV.bigWig', 'ENCFF303MJC.tar.gz']	['ENCFF425JJL.bigWig', 'ENCFF760JOR.tar.gz']	['ENCFF804BEL.tar.gz']	['ENCFF526LRP.tar.gz']	['ENCFF666SEK.tar.gz']	['ENCFF336KLZ.bigWig']	['ENCFF217TYI.bigWig']	['ENCFF122OFO.bigWig']	['ENCFF159IIX.tar.gz']
ENCSR190HNX	in progress	ChromBPNet-model	GRCh38	ENCSR218FJD	released		Homo sapiens T-cell male adult (30 years)	T-cell	primary cell	DNase-seq	false	['ENCFF831LCY.tar.gz']	['ENCFF617TRZ.bigWig']	['ENCFF217KZD.tar.gz']	['ENCFF285DGZ.bam']	[]	['ENCFF468LZA.bed.gz', 'ENCFF389KAK.bigBed']	['ENCFF713NJM.bigWig', 'ENCFF832XYO.tar.gz']	['ENCFF244WXC.bigWig', 'ENCFF009VMP.tar.gz']	['ENCFF392SME.bigWig', 'ENCFF629CCJ.tar.gz']	['ENCFF367YWY.bigWig', 'ENCFF748AMI.tar.gz']	['ENCFF804BEL.tar.gz']	['ENCFF441HSE.tar.gz']	['ENCFF647SXU.tar.gz']	['ENCFF191CTC.bigWig']	['ENCFF027QZZ.bigWig']	['ENCFF161JBM.bigWig']	['ENCFF427UBK.tar.gz']
ENCSR835NKB	in progress	ChromBPNet-model	GRCh38	ENCSR428ZCP	released		Homo sapiens with Cognitive impairment, Alzheimer's disease; dorsolateral prefrontal cortex tissue female adult (90 or above years)	dorsolateral prefrontal cortex	tissue	DNase-seq	false	['ENCFF551OJE.tar.gz']	['ENCFF570FOM.bigWig']	['ENCFF975UXZ.tar.gz']	['ENCFF446JDN.bam']	[]	['ENCFF786CDP.bed.gz', 'ENCFF089WRI.bigBed']	['ENCFF693UAP.bigWig', 'ENCFF139BXO.tar.gz']	['ENCFF891TER.bigWig', 'ENCFF798ULM.tar.gz']	['ENCFF797DLB.bigWig', 'ENCFF615HPZ.tar.gz']	['ENCFF807BRZ.bigWig', 'ENCFF505FIK.tar.gz']	['ENCFF415ZNT.tar.gz']	['ENCFF901JWS.tar.gz']	['ENCFF170ANG.tar.gz']	['ENCFF801HEI.bigWig']	['ENCFF480ZFJ.bigWig']	['ENCFF207AHA.bigWig']	['ENCFF928PGL.tar.gz']
ENCSR993TVH	in progress	ChromBPNet-model	GRCh38	ENCSR218FSP	released		Homo sapiens WERI-Rb-1	WERI-Rb-1	cell line	DNase-seq	false	['ENCFF971QHA.tar.gz']	['ENCFF795KNR.bigWig']	['ENCFF391PDT.tar.gz']	['ENCFF686UNS.bam', 'ENCFF942XGJ.bam']	[]	['ENCFF693ZGV.bed.gz', 'ENCFF528WMO.bigBed']	['ENCFF161BXB.bigWig', 'ENCFF163REC.tar.gz']	['ENCFF283QPH.bigWig', 'ENCFF994AUW.tar.gz']	['ENCFF101NJC.bigWig', 'ENCFF676NHJ.tar.gz']	['ENCFF483ZKO.bigWig', 'ENCFF167XVM.tar.gz']	['ENCFF831SGP.tar.gz']	['ENCFF086TBI.tar.gz']	['ENCFF559QFV.tar.gz']	['ENCFF324WTA.bigWig']	['ENCFF303NKP.bigWig']	['ENCFF582ZPT.bigWig']	['ENCFF545SKZ.tar.gz']
ENCSR624PXS	in progress	ChromBPNet-model	GRCh38	ENCSR496PSH	released		Homo sapiens with mild cognitive impairment; head of caudate nucleus tissue female adult (90 or above years)	head of caudate nucleus	tissue	DNase-seq	false	['ENCFF421KRA.tar.gz']	['ENCFF320PYB.bigWig']	['ENCFF780OQW.tar.gz']	['ENCFF939TZQ.bam']	[]	['ENCFF220WAX.bed.gz', 'ENCFF892VPY.bigBed']	['ENCFF530TZJ.bigWig', 'ENCFF848BJT.tar.gz']	['ENCFF889JJC.bigWig', 'ENCFF892OWF.tar.gz']	['ENCFF933WXG.bigWig', 'ENCFF422QKM.tar.gz']	['ENCFF127JQA.bigWig', 'ENCFF181TCN.tar.gz']	['ENCFF415ZNT.tar.gz']	['ENCFF281BZU.tar.gz']	['ENCFF149OSD.tar.gz']	['ENCFF826XFY.bigWig']	['ENCFF704VEJ.bigWig']	['ENCFF261TBU.bigWig']	['ENCFF688VEE.tar.gz']
ENCSR294ULE	in progress	ChromBPNet-model	GRCh38	ENCSR094QFZ	released		Homo sapiens activated CD4-positive, CD25-positive, alpha-beta regulatory T cell male adult (38 years) treated with anti-CD3 and anti-CD28 coated beads for 24 hours, 50 U/mL Interleukin-2 for 24 hours	activated CD4-positive, CD25-positive, alpha-beta regulatory T cell	primary cell	ATAC-seq	false	['ENCFF671PKD.tar.gz']	['ENCFF400MYP.bigWig']	['ENCFF776EVI.tar.gz']	['ENCFF250KLY.bam']	[]	['ENCFF531CET.bed.gz', 'ENCFF902XZW.bigBed']	['ENCFF171JVH.bigWig', 'ENCFF791YEP.tar.gz']	['ENCFF292NWL.bigWig', 'ENCFF060IJU.tar.gz']	['ENCFF594GSF.bigWig', 'ENCFF363PJV.tar.gz']	['ENCFF954YBU.bigWig', 'ENCFF574DLF.tar.gz']	['ENCFF881REW.tar.gz']	['ENCFF730MMV.tar.gz']	['ENCFF749KUV.tar.gz']	['ENCFF298TVK.bigWig']	['ENCFF698YJO.bigWig']	['ENCFF806CSY.bigWig']	['ENCFF284WIR.tar.gz']
ENCSR930QQL	in progress	ChromBPNet-model	GRCh38	ENCSR290AUK	released	ATAC-seq	Homo sapiens dendritic cell treated with 100 ng/mL lipopolysaccharide for 4 hours	dendritic cell	in vitro differentiated cells	ATAC-seq	false	['ENCFF594NFQ.tar.gz']	['ENCFF263OAY.bigWig']	['ENCFF516SNM.tar.gz']	['ENCFF383PLM.bam']	[]	['ENCFF692MVT.bed.gz', 'ENCFF054VSN.bigBed']	['ENCFF314EAD.bigWig', 'ENCFF024SHN.tar.gz']	['ENCFF433JJF.bigWig', 'ENCFF026MRG.tar.gz']	['ENCFF630QPA.bigWig', 'ENCFF581ZTB.tar.gz']	['ENCFF640CFO.bigWig', 'ENCFF198NFU.tar.gz']	['ENCFF881REW.tar.gz']	['ENCFF337NDL.tar.gz']	['ENCFF093ALR.tar.gz']	['ENCFF933TKB.bigWig']	['ENCFF877TXP.bigWig']	['ENCFF976VIL.bigWig']	['ENCFF940QBI.tar.gz']
ENCSR257DRO	in progress	ChromBPNet-model	GRCh38	ENCSR694LFE	released		Homo sapiens heart right ventricle tissue male adult (61 years)	heart right ventricle	tissue	DNase-seq	false	['ENCFF025AHU.tar.gz']	['ENCFF783KVE.bigWig']	['ENCFF813TOA.tar.gz']	['ENCFF671AXT.bam']	[]	['ENCFF342UEX.bed.gz', 'ENCFF203EDF.bigBed']	['ENCFF916FSL.bigWig', 'ENCFF831SOI.tar.gz']	['ENCFF100VLJ.bigWig', 'ENCFF207MNB.tar.gz']	['ENCFF011KBY.bigWig', 'ENCFF018SZH.tar.gz']	['ENCFF719MGX.bigWig', 'ENCFF511AHC.tar.gz']	['ENCFF415ZNT.tar.gz']	['ENCFF540JGR.tar.gz']	['ENCFF062JMQ.tar.gz']	['ENCFF629BSZ.bigWig']	['ENCFF980JNO.bigWig']	['ENCFF301XDL.bigWig']	['ENCFF405NYD.tar.gz']
ENCSR566KYS	in progress	ChromBPNet-model	GRCh38	ENCSR930PDT	released		Homo sapiens ovary tissue female adult (53 years)	ovary	tissue	DNase-seq	false	['ENCFF266KJW.tar.gz']	['ENCFF957AKT.bigWig']	['ENCFF617XAK.tar.gz']	['ENCFF072TVW.bam']	[]	['ENCFF464DHY.bed.gz', 'ENCFF244DWN.bigBed']	['ENCFF798HIC.bigWig', 'ENCFF846EZI.tar.gz']	['ENCFF292NNK.bigWig', 'ENCFF023ZWQ.tar.gz']	['ENCFF688DUL.bigWig', 'ENCFF362KFI.tar.gz']	['ENCFF473PXS.bigWig', 'ENCFF864HNA.tar.gz']	['ENCFF415ZNT.tar.gz']	['ENCFF358ABX.tar.gz']	['ENCFF334VCW.tar.gz']	['ENCFF868IDU.bigWig']	['ENCFF351DRP.bigWig']	['ENCFF159NYJ.bigWig']	['ENCFF645LAD.tar.gz']
ENCSR586AZX	in progress	ChromBPNet-model	GRCh38	ENCSR092SRS	released		Homo sapiens activated T-cell male adult (42 years) treated with 50 U/mL Interleukin-2 for 4 hours, anti-CD3 and anti-CD28 coated beads for 4 hours	activated T-cell	primary cell	ATAC-seq	false	['ENCFF761WVK.tar.gz']	['ENCFF132EUF.bigWig']	['ENCFF150TZV.tar.gz']	['ENCFF240AMX.bam']	[]	['ENCFF287EOU.bed.gz', 'ENCFF814QTW.bigBed']	['ENCFF334IDI.bigWig', 'ENCFF038LFM.tar.gz']	['ENCFF885HGO.bigWig', 'ENCFF829QHJ.tar.gz']	['ENCFF523SYA.bigWig', 'ENCFF161UVV.tar.gz']	['ENCFF862VMY.bigWig', 'ENCFF096UQS.tar.gz']	['ENCFF881REW.tar.gz']	['ENCFF723YES.tar.gz']	['ENCFF014GYW.tar.gz']	['ENCFF950OKO.bigWig']	['ENCFF117VJX.bigWig']	['ENCFF132YOM.bigWig']	['ENCFF697WFS.tar.gz']
ENCSR211GRM	in progress	ChromBPNet-model	GRCh38	ENCSR945KSP	released		Homo sapiens mesothelial cell of epicardium	mesothelial cell of epicardium	in vitro differentiated cells	DNase-seq	false	['ENCFF761HSX.tar.gz']	['ENCFF087GPY.bigWig']	['ENCFF294EHU.tar.gz']	['ENCFF437GFL.bam']	[]	['ENCFF322YLQ.bed.gz', 'ENCFF617ITP.bigBed']	['ENCFF433GQH.bigWig', 'ENCFF702VPA.tar.gz']	['ENCFF431VRY.bigWig', 'ENCFF830QRF.tar.gz']	['ENCFF376FCE.bigWig', 'ENCFF454WYM.tar.gz']	['ENCFF184AKX.bigWig', 'ENCFF249LPA.tar.gz']	['ENCFF108VAS.tar.gz']	['ENCFF130HZD.tar.gz']	['ENCFF151DUI.tar.gz']	['ENCFF287IAT.bigWig']	['ENCFF922GIS.bigWig']	['ENCFF574DXI.bigWig']	['ENCFF267CFC.tar.gz']
ENCSR154JQI	in progress	ChromBPNet-model	GRCh38	ENCSR490UQP	released		Homo sapiens dorsolateral prefrontal cortex tissue female adult (87 years)	dorsolateral prefrontal cortex	tissue	DNase-seq	false	['ENCFF405XCN.tar.gz']	['ENCFF173QGO.bigWig']	['ENCFF911AQW.tar.gz']	['ENCFF465WGX.bam']	[]	['ENCFF236HLX.bed.gz', 'ENCFF431QOT.bigBed']	['ENCFF205LSK.bigWig', 'ENCFF279SKE.tar.gz']	['ENCFF610HQV.bigWig', 'ENCFF830GUX.tar.gz']	['ENCFF586VZV.bigWig', 'ENCFF055WZE.tar.gz']	['ENCFF279BCJ.bigWig', 'ENCFF562YMF.tar.gz']	['ENCFF415ZNT.tar.gz']	['ENCFF587TTC.tar.gz']	['ENCFF470CSA.tar.gz']	['ENCFF510EAF.bigWig']	['ENCFF744SWP.bigWig']	['ENCFF632JUO.bigWig']	['ENCFF069UPL.tar.gz']
ENCSR507ABN	in progress	ChromBPNet-model	GRCh38	ENCSR467MSP	released		Homo sapiens T-cell female adult (23 years)	T-cell	primary cell	DNase-seq	false	['ENCFF973ZGV.tar.gz']	['ENCFF591VLB.bigWig']	['ENCFF717ESG.tar.gz']	['ENCFF821PAI.bam']	[]	['ENCFF346NJK.bed.gz', 'ENCFF853QUI.bigBed']	['ENCFF326CDK.bigWig', 'ENCFF071XPB.tar.gz']	['ENCFF502AWN.bigWig', 'ENCFF983RXN.tar.gz']	['ENCFF730EYL.bigWig', 'ENCFF631BTB.tar.gz']	['ENCFF986RNB.bigWig', 'ENCFF120MQX.tar.gz']	['ENCFF804BEL.tar.gz']	['ENCFF950MVF.tar.gz']	['ENCFF775WMI.tar.gz']	['ENCFF082ZWB.bigWig']	['ENCFF512IGO.bigWig']	['ENCFF712EDA.bigWig']	['ENCFF468RAS.tar.gz']
ENCSR201RNX	in progress	ChromBPNet-model	GRCh38	ENCSR237VSF	released	ATAC-seq	Homo sapiens dendritic cell treated with lipopolysaccharide	dendritic cell	in vitro differentiated cells	ATAC-seq	false	['ENCFF584SNK.tar.gz']	['ENCFF048OAZ.bigWig']	['ENCFF222GUE.tar.gz']	['ENCFF524VNU.bam']	[]	['ENCFF199CLE.bed.gz', 'ENCFF439RXW.bigBed']	['ENCFF829OLK.bigWig', 'ENCFF494RFM.tar.gz']	['ENCFF560ROJ.bigWig', 'ENCFF181TCK.tar.gz']	['ENCFF788HBI.bigWig', 'ENCFF169MXD.tar.gz']	['ENCFF259OZQ.bigWig', 'ENCFF654RQC.tar.gz']	['ENCFF881REW.tar.gz']	['ENCFF976AGR.tar.gz']	['ENCFF110PYV.tar.gz']	['ENCFF362YNO.bigWig']	['ENCFF816LIT.bigWig']	['ENCFF951LLD.bigWig']	['ENCFF689URW.tar.gz']
ENCSR926DJN	in progress	ChromBPNet-model	GRCh38	ENCSR241VGH	released		Homo sapiens GM18502	GM18502	cell line	ATAC-seq	false	['ENCFF134HVS.tar.gz']	['ENCFF280ENN.bigWig']	['ENCFF324RNP.tar.gz']	['ENCFF854BZA.bam']	[]	['ENCFF928JQZ.bed.gz', 'ENCFF222EQO.bigBed']	['ENCFF290BBS.bigWig', 'ENCFF891UUL.tar.gz']	['ENCFF544QOI.bigWig', 'ENCFF473ALQ.tar.gz']	['ENCFF957ILG.bigWig', 'ENCFF433IFC.tar.gz']	['ENCFF089JIZ.bigWig', 'ENCFF524PVZ.tar.gz']	['ENCFF881REW.tar.gz']	['ENCFF571FRP.tar.gz']	['ENCFF302TVZ.tar.gz']	['ENCFF057YSU.bigWig']	['ENCFF236EYC.bigWig']	['ENCFF804BYU.bigWig']	['ENCFF444GKW.tar.gz']
ENCSR810GRE	in progress	ChromBPNet-model	GRCh38	ENCSR924IHU	released		Homo sapiens posterior cingulate gyrus tissue female adult (84 years)	posterior cingulate gyrus	tissue	DNase-seq	false	['ENCFF791XBW.tar.gz']	['ENCFF169QZM.bigWig']	['ENCFF170KRX.tar.gz']	['ENCFF553KDH.bam']	[]	['ENCFF864PMG.bed.gz', 'ENCFF850HSE.bigBed']	['ENCFF861ZCP.bigWig', 'ENCFF319AAT.tar.gz']	['ENCFF894IUE.bigWig', 'ENCFF567UMQ.tar.gz']	['ENCFF647IIN.bigWig', 'ENCFF793LYT.tar.gz']	['ENCFF587GGD.bigWig', 'ENCFF908WOW.tar.gz']	['ENCFF415ZNT.tar.gz']	['ENCFF127FFK.tar.gz']	['ENCFF567KUH.tar.gz']	['ENCFF115WDI.bigWig']	['ENCFF666USV.bigWig']	['ENCFF510VAR.bigWig']	['ENCFF727IZM.tar.gz']
ENCSR960ASG	in progress	ChromBPNet-model	GRCh38	ENCSR498FCF	released		Homo sapiens CD4-positive, alpha-beta T cell male adult (38 years)	CD4-positive, alpha-beta T cell	primary cell	DNase-seq	false	['ENCFF519HQM.tar.gz']	['ENCFF959DGY.bigWig']	['ENCFF271XDB.tar.gz']	['ENCFF495AAA.bam']	[]	['ENCFF708KAR.bed.gz', 'ENCFF388DVP.bigBed']	['ENCFF710RSS.bigWig', 'ENCFF073RLE.tar.gz']	['ENCFF009QMK.bigWig', 'ENCFF881SQE.tar.gz']	['ENCFF681ISB.bigWig', 'ENCFF229TWF.tar.gz']	['ENCFF932QOF.bigWig', 'ENCFF669ZRB.tar.gz']	['ENCFF804BEL.tar.gz']	['ENCFF503XOX.tar.gz']	['ENCFF856EWS.tar.gz']	['ENCFF479WUV.bigWig']	['ENCFF429OOB.bigWig']	['ENCFF120ADL.bigWig']	['ENCFF824SYS.tar.gz']
ENCSR398EUE	in progress	ChromBPNet-model	GRCh38	ENCSR831QMZ	released		Homo sapiens placenta tissue female embryo	placenta	tissue	DNase-seq	false	['ENCFF539ZXV.tar.gz']	['ENCFF228PLG.bigWig']	['ENCFF495ARM.tar.gz']	['ENCFF417GFB.bam']	[]	['ENCFF092DBX.bed.gz', 'ENCFF113TLS.bigBed']	['ENCFF529JNQ.bigWig', 'ENCFF536ZHO.tar.gz']	['ENCFF572HXL.bigWig', 'ENCFF591YJI.tar.gz']	['ENCFF551PIR.bigWig', 'ENCFF952TKE.tar.gz']	['ENCFF775XJW.bigWig', 'ENCFF967VCB.tar.gz']	['ENCFF415ZNT.tar.gz']	['ENCFF384VQK.tar.gz']	['ENCFF762NVY.tar.gz']	['ENCFF913TGH.bigWig']	['ENCFF760QNE.bigWig']	['ENCFF194XBZ.bigWig']	['ENCFF267UOQ.tar.gz']
ENCSR434QWM	in progress	ChromBPNet-model	GRCh38	ENCSR679EFH	released		Homo sapiens activated CD4-positive, alpha-beta T cell female adult (33 years) treated with anti-CD3 and anti-CD28 coated beads for 24 hours	activated CD4-positive, alpha-beta T cell	primary cell	DNase-seq	false	['ENCFF539KLY.tar.gz']	['ENCFF522ORI.bigWig']	['ENCFF182RWX.tar.gz']	['ENCFF301HWJ.bam']	[]	['ENCFF297ZCO.bed.gz', 'ENCFF922JFJ.bigBed']	['ENCFF474ZQO.bigWig', 'ENCFF776YDR.tar.gz']	['ENCFF799ADE.bigWig', 'ENCFF661YOK.tar.gz']	['ENCFF021PKW.bigWig', 'ENCFF978SBP.tar.gz']	['ENCFF188DEL.bigWig', 'ENCFF188CWJ.tar.gz']	['ENCFF804BEL.tar.gz']	['ENCFF524NUH.tar.gz']	['ENCFF192BXD.tar.gz']	['ENCFF097VRH.bigWig']	['ENCFF785XKH.bigWig']	['ENCFF429TUM.bigWig']	['ENCFF954BKR.tar.gz']
ENCSR452MYL	in progress	ChromBPNet-model	GRCh38	ENCSR678PDD	released		Homo sapiens spinal cord tissue female embryo (113 days)	spinal cord	tissue	DNase-seq	false	['ENCFF841QTM.tar.gz']	['ENCFF400ATH.bigWig']	['ENCFF153BWR.tar.gz']	[]	['ENCFF472CKP.bam']	['ENCFF230QZN.bed.gz', 'ENCFF049FTK.bigBed']	['ENCFF912JEZ.bigWig', 'ENCFF931MPN.tar.gz']	['ENCFF767LMY.bigWig', 'ENCFF598UJQ.tar.gz']	['ENCFF361VUY.bigWig', 'ENCFF819QBU.tar.gz']	['ENCFF628UTR.bigWig', 'ENCFF603IWM.tar.gz']	['ENCFF415ZNT.tar.gz']	['ENCFF076FHD.tar.gz']	['ENCFF556DQY.tar.gz']	['ENCFF893RNV.bigWig']	['ENCFF968IUZ.bigWig']	['ENCFF270YZF.bigWig']	['ENCFF116YYT.tar.gz']
ENCSR265WLZ	in progress	ChromBPNet-model	GRCh38	ENCSR595HZQ	released		Homo sapiens pancreas tissue female adult (30 years)	pancreas	tissue	DNase-seq	false	['ENCFF938VPM.tar.gz']	['ENCFF880URC.bigWig']	['ENCFF031GVB.tar.gz']	[]	['ENCFF219VNL.bam']	['ENCFF358BMY.bed.gz', 'ENCFF598NUS.bigBed']	['ENCFF702PAI.bigWig', 'ENCFF960SXC.tar.gz']	['ENCFF370NFO.bigWig', 'ENCFF957CRC.tar.gz']	['ENCFF658KBO.bigWig', 'ENCFF975ZYN.tar.gz']	['ENCFF656BIR.bigWig', 'ENCFF011ZTM.tar.gz']	['ENCFF415ZNT.tar.gz']	['ENCFF243DNF.tar.gz']	['ENCFF183CTY.tar.gz']	['ENCFF167YLP.bigWig']	['ENCFF592BEC.bigWig']	['ENCFF134NJH.bigWig']	['ENCFF263GRV.tar.gz']
