Annotation accession	Annotation status	Annotation type	Genome assembly	Experiment accession	Experiment status	Description	Biosample summary	Biosample term name	Biosample classification	Assay name	Perturbed	training and test regions	observed signal profile	models	alignments	unfiltered alignments	selected regions for predicted signal and sequence contribution scores	predicted signal profile	bias-corrected predicted signal profile	profile sequence contribution scores	counts sequence contribution scores	bias models	sequence motifs	sequence motifs instances	normalized observed signal profile	normalized predicted signal profile	normalized bias-corrected predicted signal profile	sequence motifs report
ENCSR187FBN	in progress	ChromBPNet-model	GRCh38	ENCSR419OAR	released		Homo sapiens T-cell male adult (24 years)	T-cell	primary cell	DNase-seq	false	['ENCFF308IQW.tar.gz']	['ENCFF752SZG.bigWig']	['ENCFF764HMZ.tar.gz']	['ENCFF018HDG.bam']	[]	['ENCFF506BZI.bed.gz', 'ENCFF369ANN.bigBed']	['ENCFF327NIS.bigWig', 'ENCFF717BAZ.tar.gz']	['ENCFF418TQL.bigWig', 'ENCFF016CZL.tar.gz']	['ENCFF695QYW.bigWig', 'ENCFF338YRA.tar.gz']	['ENCFF378JTQ.bigWig', 'ENCFF458OXR.tar.gz']	['ENCFF804BEL.tar.gz']	['ENCFF906XXX.tar.gz']	['ENCFF055GBB.tar.gz']	['ENCFF846ITZ.bigWig']	['ENCFF373DWH.bigWig']	['ENCFF871JER.bigWig']	['ENCFF488GKS.tar.gz']
ENCSR522GVK	in progress	ChromBPNet-model	GRCh38	ENCSR718HWW	released		Homo sapiens activated CD8-positive, alpha-beta T cell male adult (21 years) treated with anti-CD3 and anti-CD28 coated beads for 36 hours	activated CD8-positive, alpha-beta T cell	primary cell	ATAC-seq	false	['ENCFF568BXJ.tar.gz']	['ENCFF737AXP.bigWig']	['ENCFF716TBS.tar.gz']	['ENCFF587ODZ.bam']	[]	['ENCFF917JYV.bed.gz', 'ENCFF977OLX.bigBed']	['ENCFF690ZQV.bigWig', 'ENCFF743EBA.tar.gz']	['ENCFF852NAH.bigWig', 'ENCFF986LFQ.tar.gz']	['ENCFF320XVL.bigWig', 'ENCFF942VQU.tar.gz']	['ENCFF399AOK.bigWig', 'ENCFF553CRT.tar.gz']	['ENCFF881REW.tar.gz']	['ENCFF645FYS.tar.gz']	['ENCFF093QFS.tar.gz']	['ENCFF732RMH.bigWig']	['ENCFF119BEK.bigWig']	['ENCFF601IMM.bigWig']	['ENCFF331IFD.tar.gz']
ENCSR338IET	in progress	ChromBPNet-model	GRCh38	ENCSR392YGP	released		Homo sapiens effector memory CD8-positive, alpha-beta T cell male adult (33 years)	effector memory CD8-positive, alpha-beta T cell	primary cell	ATAC-seq	false	['ENCFF196LKU.tar.gz']	['ENCFF265CWE.bigWig']	['ENCFF969QDF.tar.gz']	['ENCFF409UEH.bam', 'ENCFF260GQZ.bam']	[]	['ENCFF444HBH.bed.gz', 'ENCFF377RHO.bigBed']	['ENCFF080MXT.bigWig', 'ENCFF097MRM.tar.gz']	['ENCFF899PPO.bigWig', 'ENCFF359HBX.tar.gz']	['ENCFF779MLK.bigWig', 'ENCFF031EWP.tar.gz']	['ENCFF313XYQ.bigWig', 'ENCFF697QGT.tar.gz']	['ENCFF881REW.tar.gz']	['ENCFF695DNH.tar.gz']	['ENCFF428ZVM.tar.gz']	['ENCFF468OBX.bigWig']	['ENCFF106SKO.bigWig']	['ENCFF202TNR.bigWig']	['ENCFF069XXT.tar.gz']
ENCSR251ZLN	in progress	ChromBPNet-model	GRCh38	ENCSR803FKU	released		Homo sapiens T-helper 17 cell male adult (38 years)	T-helper 17 cell	primary cell	ATAC-seq	false	['ENCFF290SZG.tar.gz']	['ENCFF453ZFH.bigWig']	['ENCFF098GYV.tar.gz']	['ENCFF183NZM.bam']	[]	['ENCFF417RBB.bed.gz', 'ENCFF810AZJ.bigBed']	['ENCFF409QQV.bigWig', 'ENCFF363FON.tar.gz']	['ENCFF491UYI.bigWig', 'ENCFF858DCG.tar.gz']	['ENCFF741QNN.bigWig', 'ENCFF492QZH.tar.gz']	['ENCFF403END.bigWig', 'ENCFF362LOB.tar.gz']	['ENCFF881REW.tar.gz']	['ENCFF180BTG.tar.gz']	['ENCFF458THV.tar.gz']	['ENCFF731FVM.bigWig']	['ENCFF140YJL.bigWig']	['ENCFF839BVQ.bigWig']	['ENCFF670MBC.tar.gz']
ENCSR821ABU	in progress	ChromBPNet-model	GRCh38	ENCSR933VOY	released		Homo sapiens activated CD8-positive, alpha-beta memory T cell male adult (38 years) treated with anti-CD3 and anti-CD28 coated beads for 24 hours	activated CD8-positive, alpha-beta memory T cell	primary cell	DNase-seq	false	['ENCFF622QQV.tar.gz']	['ENCFF948LOQ.bigWig']	['ENCFF989HMU.tar.gz']	['ENCFF835QKX.bam']	[]	['ENCFF228KOG.bed.gz', 'ENCFF924KBW.bigBed']	['ENCFF591SDS.bigWig', 'ENCFF418VOI.tar.gz']	['ENCFF146EOR.bigWig', 'ENCFF579NPT.tar.gz']	['ENCFF154SKV.bigWig', 'ENCFF091DCF.tar.gz']	['ENCFF124HMD.bigWig', 'ENCFF238BJE.tar.gz']	['ENCFF804BEL.tar.gz']	['ENCFF897DYU.tar.gz']	['ENCFF616ROQ.tar.gz']	['ENCFF024TBF.bigWig']	['ENCFF420NYE.bigWig']	['ENCFF551QWS.bigWig']	['ENCFF275NWG.tar.gz']
ENCSR878ZYG	in progress	ChromBPNet-model	GRCh38	ENCSR548QCP	released	ATAC-seq on human sigmoid colon	Homo sapiens sigmoid colon tissue male adult (37 years)	sigmoid colon	tissue	ATAC-seq	false	['ENCFF897SDE.tar.gz']	['ENCFF326FMD.bigWig']	['ENCFF224WQM.tar.gz']	['ENCFF824KWB.bam']	[]	['ENCFF591TPQ.bed.gz', 'ENCFF257IST.bigBed']	['ENCFF274YEI.bigWig', 'ENCFF321TIP.tar.gz']	['ENCFF132NDE.bigWig', 'ENCFF760ZFZ.tar.gz']	['ENCFF379AWF.bigWig', 'ENCFF616ELM.tar.gz']	['ENCFF885AQE.bigWig', 'ENCFF060AIT.tar.gz']	['ENCFF881REW.tar.gz']	['ENCFF075ZIT.tar.gz']	['ENCFF430XFS.tar.gz']	['ENCFF160USK.bigWig']	['ENCFF439BUE.bigWig']	['ENCFF319XZR.bigWig']	['ENCFF435AHQ.tar.gz']
ENCSR054YHV	in progress	ChromBPNet-model	GRCh38	ENCSR000EPS	released	UW human NT2-D1 DNase-seq	Homo sapiens NT2/D1	NT2/D1	cell line	DNase-seq	false	['ENCFF610VXU.tar.gz']	['ENCFF533DUP.bigWig']	['ENCFF834VNM.tar.gz']	[]	['ENCFF372GQM.bam', 'ENCFF399OQU.bam']	['ENCFF230MYE.bed.gz', 'ENCFF638CSL.bigBed']	['ENCFF362RIS.bigWig', 'ENCFF764PBB.tar.gz']	['ENCFF329JNA.bigWig', 'ENCFF493NTY.tar.gz']	['ENCFF478XAX.bigWig', 'ENCFF168IRT.tar.gz']	['ENCFF086CYC.bigWig', 'ENCFF856IDN.tar.gz']	['ENCFF831SGP.tar.gz']	['ENCFF686GSI.tar.gz']	['ENCFF046PCK.tar.gz']	['ENCFF044ZAB.bigWig']	['ENCFF397CEB.bigWig']	['ENCFF432MVP.bigWig']	['ENCFF054WLS.tar.gz']
ENCSR732YAH	in progress	ChromBPNet-model	GRCh38	ENCSR503RWO	released		Homo sapiens placenta tissue male embryo	placenta	tissue	DNase-seq	false	['ENCFF579HAO.tar.gz']	['ENCFF123IGV.bigWig']	['ENCFF864XSR.tar.gz']	['ENCFF289OUW.bam']	[]	['ENCFF876XXG.bed.gz', 'ENCFF371MBN.bigBed']	['ENCFF986BIY.bigWig', 'ENCFF868YUH.tar.gz']	['ENCFF468NEP.bigWig', 'ENCFF958WBR.tar.gz']	['ENCFF605WGJ.bigWig', 'ENCFF863SWQ.tar.gz']	['ENCFF211ILC.bigWig', 'ENCFF368JJQ.tar.gz']	['ENCFF415ZNT.tar.gz']	['ENCFF614OFP.tar.gz']	['ENCFF425GLE.tar.gz']	['ENCFF944ZWP.bigWig']	['ENCFF707SSX.bigWig']	['ENCFF921KCV.bigWig']	['ENCFF196AOB.tar.gz']
ENCSR079GMY	in progress	ChromBPNet-model	GRCh38	ENCSR884ODJ	released		Homo sapiens stimulated activated CD4-positive, alpha-beta T cell male adult (38 years) treated with anti-CD3 and anti-CD28 coated beads for 48 hours, 100 ng/mL Interleukin-12 subunit alpha for 48 hours, 100 ng/mL Interleukin-12 subunit beta for 48 hours	stimulated activated CD4-positive, alpha-beta T cell	primary cell	DNase-seq	false	['ENCFF633DKU.tar.gz']	['ENCFF728IYG.bigWig']	['ENCFF222MQU.tar.gz']	['ENCFF944ZRF.bam']	[]	['ENCFF415CUO.bed.gz', 'ENCFF084PJE.bigBed']	['ENCFF205XWB.bigWig', 'ENCFF204NUR.tar.gz']	['ENCFF119BAX.bigWig', 'ENCFF848URB.tar.gz']	['ENCFF773YDO.bigWig', 'ENCFF752BBS.tar.gz']	['ENCFF793NZV.bigWig', 'ENCFF922UWU.tar.gz']	['ENCFF804BEL.tar.gz']	['ENCFF656PJB.tar.gz']	['ENCFF074UFH.tar.gz']	['ENCFF827GLK.bigWig']	['ENCFF723QKR.bigWig']	['ENCFF801GKK.bigWig']	['ENCFF248YYL.tar.gz']
ENCSR696FIH	in progress	ChromBPNet-model	GRCh38	ENCSR554WUJ	released		Homo sapiens renal pelvis tissue female embryo (103 days)	renal pelvis	tissue	DNase-seq	false	['ENCFF476NQH.tar.gz']	['ENCFF390POS.bigWig']	['ENCFF311HQM.tar.gz']	[]	['ENCFF321HUE.bam']	['ENCFF462FFY.bed.gz', 'ENCFF632QJH.bigBed']	['ENCFF777HEC.bigWig', 'ENCFF962IVJ.tar.gz']	['ENCFF894FRJ.bigWig', 'ENCFF518ASW.tar.gz']	['ENCFF370SKL.bigWig', 'ENCFF295RDJ.tar.gz']	['ENCFF131IVB.bigWig', 'ENCFF934FYK.tar.gz']	['ENCFF415ZNT.tar.gz']	['ENCFF493SQF.tar.gz']	['ENCFF834JIW.tar.gz']	['ENCFF821CRJ.bigWig']	['ENCFF030EXM.bigWig']	['ENCFF880VMF.bigWig']	['ENCFF542ITM.tar.gz']
ENCSR706ZWI	in progress	ChromBPNet-model	GRCh38	ENCSR669NQZ	released		Homo sapiens stimulated activated CD8-positive, alpha-beta memory T cell female adult (33 years) treated with anti-CD3 and anti-CD28 coated beads for 4 hours, 100 ng/mL Interleukin-7 for 4 hours	stimulated activated CD8-positive, alpha-beta memory T cell	primary cell	DNase-seq	false	['ENCFF617NKF.tar.gz']	['ENCFF387HGR.bigWig']	['ENCFF318MJG.tar.gz']	['ENCFF401YKR.bam']	[]	['ENCFF378FXC.bed.gz', 'ENCFF740EII.bigBed']	['ENCFF097LZY.bigWig', 'ENCFF502XBO.tar.gz']	['ENCFF536DJR.bigWig', 'ENCFF685GWZ.tar.gz']	['ENCFF171IVT.bigWig', 'ENCFF734VJU.tar.gz']	['ENCFF276RQR.bigWig', 'ENCFF855MRO.tar.gz']	['ENCFF804BEL.tar.gz']	['ENCFF998RTP.tar.gz']	['ENCFF618HPC.tar.gz']	['ENCFF390OEY.bigWig']	['ENCFF227HXQ.bigWig']	['ENCFF463ELT.bigWig']	['ENCFF431VUR.tar.gz']
ENCSR339PPY	in progress	ChromBPNet-model	GRCh38	ENCSR476VJY	released		Homo sapiens CD8-positive, alpha-beta T cell male adult (21 years)	CD8-positive, alpha-beta T cell	primary cell	ATAC-seq	false	['ENCFF463YSZ.tar.gz']	['ENCFF454KHK.bigWig']	['ENCFF620WPQ.tar.gz']	['ENCFF895JAV.bam']	[]	['ENCFF455ACB.bed.gz', 'ENCFF300VZS.bigBed']	['ENCFF827SMJ.bigWig', 'ENCFF593ONF.tar.gz']	['ENCFF172GRT.bigWig', 'ENCFF002PSS.tar.gz']	['ENCFF832HWL.bigWig', 'ENCFF009HOL.tar.gz']	['ENCFF438LVV.bigWig', 'ENCFF731PPH.tar.gz']	['ENCFF881REW.tar.gz']	['ENCFF062WEF.tar.gz']	['ENCFF789MPW.tar.gz']	['ENCFF810REO.bigWig']	['ENCFF808ZXO.bigWig']	['ENCFF488QPK.bigWig']	['ENCFF792NAC.tar.gz']
ENCSR266ITU	in progress	ChromBPNet-model	GRCh38	ENCSR621JYI	released		Homo sapiens HG02885	HG02885	cell line	ATAC-seq	false	['ENCFF602YZO.tar.gz']	['ENCFF355QRZ.bigWig']	['ENCFF673DAM.tar.gz']	['ENCFF056MAS.bam']	[]	['ENCFF806GNF.bed.gz', 'ENCFF865DCM.bigBed']	['ENCFF995LGG.bigWig', 'ENCFF627UPX.tar.gz']	['ENCFF192DUM.bigWig', 'ENCFF710PEZ.tar.gz']	['ENCFF832KZU.bigWig', 'ENCFF478EIA.tar.gz']	['ENCFF097RSJ.bigWig', 'ENCFF247BMV.tar.gz']	['ENCFF881REW.tar.gz']	['ENCFF108KXQ.tar.gz']	['ENCFF791YAM.tar.gz']	['ENCFF261WBI.bigWig']	['ENCFF904LYX.bigWig']	['ENCFF999ZZO.bigWig']	['ENCFF520LDX.tar.gz']
ENCSR369ZTD	in progress	ChromBPNet-model	GRCh38	ENCSR109RIQ	released		Homo sapiens glutamatergic neuron nuclear fraction and unspecified fraction	glutamatergic neuron	in vitro differentiated cells	DNase-seq	false	['ENCFF180PON.tar.gz']	['ENCFF598CNJ.bigWig']	['ENCFF780ISR.tar.gz']	['ENCFF647NQR.bam', 'ENCFF925BZO.bam']	[]	['ENCFF502SRO.bed.gz', 'ENCFF428HES.bigBed']	['ENCFF091SRL.bigWig', 'ENCFF767CQE.tar.gz']	['ENCFF842HQR.bigWig', 'ENCFF351QKJ.tar.gz']	['ENCFF613LIE.bigWig', 'ENCFF743GQQ.tar.gz']	['ENCFF065WZR.bigWig', 'ENCFF209QMC.tar.gz']	['ENCFF108VAS.tar.gz']	['ENCFF684YHC.tar.gz']	['ENCFF750JNU.tar.gz']	['ENCFF376ISF.bigWig']	['ENCFF455TXM.bigWig']	['ENCFF968LCZ.bigWig']	['ENCFF085CSF.tar.gz']
ENCSR275WXY	in progress	ChromBPNet-model	GRCh38	ENCSR857MCZ	released		Homo sapiens HG02970	HG02970	cell line	ATAC-seq	false	['ENCFF676NYH.tar.gz']	['ENCFF865BDK.bigWig']	['ENCFF212UAM.tar.gz']	['ENCFF320DVY.bam']	[]	['ENCFF880UXC.bed.gz', 'ENCFF487ZJQ.bigBed']	['ENCFF775EAK.bigWig', 'ENCFF931UNW.tar.gz']	['ENCFF292DFB.bigWig', 'ENCFF020IRN.tar.gz']	['ENCFF927NFA.bigWig', 'ENCFF268XEL.tar.gz']	['ENCFF604FNQ.bigWig', 'ENCFF907QSU.tar.gz']	['ENCFF881REW.tar.gz']	['ENCFF197XOM.tar.gz']	['ENCFF662NUF.tar.gz']	['ENCFF312LDV.bigWig']	['ENCFF127VAG.bigWig']	['ENCFF689JJB.bigWig']	['ENCFF691XFG.tar.gz']
ENCSR551XEC	in progress	ChromBPNet-model	GRCh38	ENCSR368FYV	released		Homo sapiens HG02852	HG02852	cell line	ATAC-seq	false	['ENCFF380FOY.tar.gz']	['ENCFF795MHD.bigWig']	['ENCFF907QSY.tar.gz']	['ENCFF978QLZ.bam']	[]	['ENCFF633EDN.bed.gz', 'ENCFF672PTT.bigBed']	['ENCFF075IKM.bigWig', 'ENCFF004MUV.tar.gz']	['ENCFF363YMW.bigWig', 'ENCFF852SSQ.tar.gz']	['ENCFF612TFM.bigWig', 'ENCFF054QGE.tar.gz']	['ENCFF414PLS.bigWig', 'ENCFF151NAE.tar.gz']	['ENCFF881REW.tar.gz']	['ENCFF952GKK.tar.gz']	['ENCFF612RBC.tar.gz']	['ENCFF543GHR.bigWig']	['ENCFF276TLU.bigWig']	['ENCFF789JHA.bigWig']	['ENCFF204ZJD.tar.gz']
ENCSR886YTD	in progress	ChromBPNet-model	GRCh38	ENCSR366KPR	released		Homo sapiens CD4-positive, alpha-beta T cell male adult (38 years)	CD4-positive, alpha-beta T cell	primary cell	DNase-seq	false	['ENCFF311EOY.tar.gz']	['ENCFF925QPW.bigWig']	['ENCFF766QNI.tar.gz']	['ENCFF292CZL.bam']	[]	['ENCFF947VAI.bed.gz', 'ENCFF516DJT.bigBed']	['ENCFF584HTV.bigWig', 'ENCFF768DCW.tar.gz']	['ENCFF729MCW.bigWig', 'ENCFF343UMF.tar.gz']	['ENCFF605QYM.bigWig', 'ENCFF479BFW.tar.gz']	['ENCFF864YVT.bigWig', 'ENCFF456HIR.tar.gz']	['ENCFF804BEL.tar.gz']	['ENCFF228SYY.tar.gz']	['ENCFF732TJQ.tar.gz']	['ENCFF914KFH.bigWig']	['ENCFF665EFM.bigWig']	['ENCFF839DVN.bigWig']	['ENCFF858IYI.tar.gz']
ENCSR676BXL	in progress	ChromBPNet-model	GRCh38	ENCSR736VVP	released		Homo sapiens memory B cell female adult (39 years)	memory B cell	primary cell	DNase-seq	false	['ENCFF116XZP.tar.gz']	['ENCFF537PGL.bigWig']	['ENCFF727DMQ.tar.gz']	['ENCFF784VSB.bam']	[]	['ENCFF750BQG.bed.gz', 'ENCFF889HZQ.bigBed']	['ENCFF597CFP.bigWig', 'ENCFF752CHQ.tar.gz']	['ENCFF226REF.bigWig', 'ENCFF357UOV.tar.gz']	['ENCFF932APZ.bigWig', 'ENCFF687BBM.tar.gz']	['ENCFF142VEJ.bigWig', 'ENCFF484TCA.tar.gz']	['ENCFF804BEL.tar.gz']	['ENCFF834PRH.tar.gz']	['ENCFF904EVN.tar.gz']	['ENCFF456GWQ.bigWig']	['ENCFF004SXY.bigWig']	['ENCFF749EJS.bigWig']	['ENCFF957ETT.tar.gz']
ENCSR559GAM	in progress	ChromBPNet-model	GRCh38	ENCSR558ZSN	released		Homo sapiens activated T-cell female adult (21 years) treated with anti-CD3 and anti-CD28 coated beads for 72 hours, 50 U/mL Interleukin-2 for 72 hours	activated T-cell	primary cell	ATAC-seq	false	['ENCFF754HKW.tar.gz']	['ENCFF293KXA.bigWig']	['ENCFF067VGW.tar.gz']	['ENCFF218OSF.bam', 'ENCFF287DFF.bam']	[]	['ENCFF757KQS.bed.gz', 'ENCFF952HOK.bigBed']	['ENCFF558RNK.bigWig', 'ENCFF528QBV.tar.gz']	['ENCFF370FZR.bigWig', 'ENCFF636KEH.tar.gz']	['ENCFF374DIW.bigWig', 'ENCFF689NZC.tar.gz']	['ENCFF149MYW.bigWig', 'ENCFF366DTM.tar.gz']	['ENCFF881REW.tar.gz']	['ENCFF126TQT.tar.gz']	['ENCFF708PDH.tar.gz']	['ENCFF489JZD.bigWig']	['ENCFF271XNI.bigWig']	['ENCFF477IOZ.bigWig']	['ENCFF808XZU.tar.gz']
ENCSR237JRU	in progress	ChromBPNet-model	GRCh38	ENCSR120LVW	released		Homo sapiens left kidney tissue female embryo (98 days)	left kidney	tissue	DNase-seq	false	['ENCFF992KYG.tar.gz']	['ENCFF931ELW.bigWig']	['ENCFF245STO.tar.gz']	[]	['ENCFF377XPX.bam']	['ENCFF679LEN.bed.gz', 'ENCFF824XDN.bigBed']	['ENCFF995XTP.bigWig', 'ENCFF637RFL.tar.gz']	['ENCFF918BGO.bigWig', 'ENCFF614OON.tar.gz']	['ENCFF214HVD.bigWig', 'ENCFF640VVH.tar.gz']	['ENCFF526DYU.bigWig', 'ENCFF171OBN.tar.gz']	['ENCFF415ZNT.tar.gz']	['ENCFF553JBI.tar.gz']	['ENCFF407FAV.tar.gz']	['ENCFF897UAN.bigWig']	['ENCFF967ISN.bigWig']	['ENCFF414JWK.bigWig']	['ENCFF196CVZ.tar.gz']
ENCSR760EMJ	in progress	ChromBPNet-model	GRCh38	ENCSR076YBB	released		Homo sapiens lung tissue male embryo (108 days)	lung	tissue	DNase-seq	false	['ENCFF449ARG.tar.gz']	['ENCFF703ZSD.bigWig']	['ENCFF082UQI.tar.gz']	[]	['ENCFF120HUO.bam']	['ENCFF438WJD.bed.gz', 'ENCFF874ERB.bigBed']	['ENCFF463VIR.bigWig', 'ENCFF212IUV.tar.gz']	['ENCFF868QLG.bigWig', 'ENCFF974OIR.tar.gz']	['ENCFF373CIU.bigWig', 'ENCFF672YVW.tar.gz']	['ENCFF918IWF.bigWig', 'ENCFF324MGJ.tar.gz']	['ENCFF141KDH.tar.gz']	['ENCFF855KOJ.tar.gz']	['ENCFF373TVN.tar.gz']	['ENCFF838SQE.bigWig']	['ENCFF708GPK.bigWig']	['ENCFF824WAC.bigWig']	['ENCFF330DXU.tar.gz']
ENCSR787HJE	in progress	ChromBPNet-model	GRCh38	ENCSR735MJZ	released		Homo sapiens stimulated activated CD8-positive, alpha-beta memory T cell female adult (33 years) treated with anti-CD3 and anti-CD28 coated beads for 4 hours, 100 ng/mL Interleukin-4 for 4 hours	stimulated activated CD8-positive, alpha-beta memory T cell	primary cell	DNase-seq	false	['ENCFF247YIA.tar.gz']	['ENCFF637UFZ.bigWig']	['ENCFF572RME.tar.gz']	['ENCFF431EGV.bam']	[]	['ENCFF471BNH.bed.gz', 'ENCFF671GTQ.bigBed']	['ENCFF633TVH.bigWig', 'ENCFF651ECI.tar.gz']	['ENCFF271RTE.bigWig', 'ENCFF597MDF.tar.gz']	['ENCFF761EKG.bigWig', 'ENCFF518CXG.tar.gz']	['ENCFF185IJF.bigWig', 'ENCFF975YNY.tar.gz']	['ENCFF804BEL.tar.gz']	['ENCFF123OSX.tar.gz']	['ENCFF798NVQ.tar.gz']	['ENCFF130LSP.bigWig']	['ENCFF010ZKD.bigWig']	['ENCFF515WSR.bigWig']	['ENCFF713VWX.tar.gz']
ENCSR338IJV	in progress	ChromBPNet-model	GRCh38	ENCSR041PCL	released		Homo sapiens T-cell female adult (33 years)	T-cell	primary cell	DNase-seq	false	['ENCFF816FTA.tar.gz']	['ENCFF558GRM.bigWig']	['ENCFF063UFU.tar.gz']	['ENCFF071MVM.bam']	[]	['ENCFF388RNE.bed.gz', 'ENCFF743KRN.bigBed']	['ENCFF414UEX.bigWig', 'ENCFF893XVK.tar.gz']	['ENCFF303LDO.bigWig', 'ENCFF764EGA.tar.gz']	['ENCFF131WAH.bigWig', 'ENCFF112DXS.tar.gz']	['ENCFF125GHE.bigWig', 'ENCFF651UOL.tar.gz']	['ENCFF804BEL.tar.gz']	['ENCFF114PQQ.tar.gz']	['ENCFF387KLD.tar.gz']	['ENCFF210RVP.bigWig']	['ENCFF313WRL.bigWig']	['ENCFF702ZBL.bigWig']	['ENCFF509CMP.tar.gz']
ENCSR057XMV	in progress	ChromBPNet-model	GRCh38	ENCSR770OTB	released		Homo sapiens left ventricle myocardium inferior tissue male adult (60 years)	left ventricle myocardium inferior	tissue	DNase-seq	false	['ENCFF081TLK.tar.gz']	['ENCFF427AVE.bigWig']	['ENCFF204SLN.tar.gz']	['ENCFF616QAS.bam']	[]	['ENCFF767FML.bed.gz', 'ENCFF535YYS.bigBed']	['ENCFF140RBD.bigWig', 'ENCFF337RSI.tar.gz']	['ENCFF283JFH.bigWig', 'ENCFF050UGY.tar.gz']	['ENCFF247SPP.bigWig', 'ENCFF552LDW.tar.gz']	['ENCFF807WXS.bigWig', 'ENCFF554CYW.tar.gz']	['ENCFF415ZNT.tar.gz']	['ENCFF329NQW.tar.gz']	['ENCFF921IVW.tar.gz']	['ENCFF908PBX.bigWig']	['ENCFF266RRF.bigWig']	['ENCFF747IXX.bigWig']	['ENCFF838DWN.tar.gz']
ENCSR968WVY	in progress	ChromBPNet-model	GRCh38	ENCSR426KLJ	released		Homo sapiens with Cognitive impairment, Alzheimer's disease; dorsolateral prefrontal cortex tissue female adult (87 years)	dorsolateral prefrontal cortex	tissue	DNase-seq	false	['ENCFF945GCK.tar.gz']	['ENCFF768GIN.bigWig']	['ENCFF726YFA.tar.gz']	['ENCFF375NXF.bam']	[]	['ENCFF385CKD.bed.gz', 'ENCFF162PZM.bigBed']	['ENCFF045FWT.bigWig', 'ENCFF220STQ.tar.gz']	['ENCFF713ZTS.bigWig', 'ENCFF491RMX.tar.gz']	['ENCFF277TIP.bigWig', 'ENCFF330IWD.tar.gz']	['ENCFF246LWV.bigWig', 'ENCFF239YCX.tar.gz']	['ENCFF415ZNT.tar.gz']	['ENCFF048ZPO.tar.gz']	['ENCFF705BBY.tar.gz']	['ENCFF821TXX.bigWig']	['ENCFF857OJM.bigWig']	['ENCFF026BIF.bigWig']	['ENCFF884SNH.tar.gz']
ENCSR654MGS	in progress	ChromBPNet-model	GRCh38	ENCSR686LOE	released		Homo sapiens dorsolateral prefrontal cortex tissue female adult (89 years)	dorsolateral prefrontal cortex	tissue	DNase-seq	false	['ENCFF026MZF.tar.gz']	['ENCFF854CDR.bigWig']	['ENCFF958WDM.tar.gz']	['ENCFF344RYW.bam']	[]	['ENCFF137XDN.bed.gz', 'ENCFF112KYE.bigBed']	['ENCFF734OSR.bigWig', 'ENCFF978ZGI.tar.gz']	['ENCFF688SPX.bigWig', 'ENCFF800MRC.tar.gz']	['ENCFF710YXO.bigWig', 'ENCFF175USE.tar.gz']	['ENCFF305JKS.bigWig', 'ENCFF249OXF.tar.gz']	['ENCFF415ZNT.tar.gz']	['ENCFF092RNZ.tar.gz']	['ENCFF753VNR.tar.gz']	['ENCFF279HWU.bigWig']	['ENCFF427BNC.bigWig']	['ENCFF370VTB.bigWig']	['ENCFF287IRU.tar.gz']
ENCSR835SKI	in progress	ChromBPNet-model	GRCh38	ENCSR679NRJ	released	ATAC-seq	Homo sapiens dendritic cell treated with 100 ng/mL lipopolysaccharide for 1 hour	dendritic cell	in vitro differentiated cells	ATAC-seq	false	['ENCFF122GVR.tar.gz']	['ENCFF311DYR.bigWig']	['ENCFF877MIR.tar.gz']	['ENCFF849AUN.bam']	[]	['ENCFF523QTZ.bed.gz', 'ENCFF688JMF.bigBed']	['ENCFF939YXX.bigWig', 'ENCFF271HSH.tar.gz']	['ENCFF611ETK.bigWig', 'ENCFF674PRK.tar.gz']	['ENCFF164DQE.bigWig', 'ENCFF234NDV.tar.gz']	['ENCFF222ZHA.bigWig', 'ENCFF307FLI.tar.gz']	['ENCFF881REW.tar.gz']	['ENCFF123ZKE.tar.gz']	['ENCFF560QSB.tar.gz']	['ENCFF217RZV.bigWig']	['ENCFF071UMU.bigWig']	['ENCFF962NOI.bigWig']	['ENCFF985PWA.tar.gz']
ENCSR182DEK	in progress	ChromBPNet-model	GRCh38	ENCSR376DAE	released		Homo sapiens CD4-positive, alpha-beta T cell male adult (20 years)	CD4-positive, alpha-beta T cell	primary cell	DNase-seq	false	['ENCFF931JXT.tar.gz']	['ENCFF371TGC.bigWig']	['ENCFF318NXW.tar.gz']	['ENCFF916EGX.bam']	[]	['ENCFF855IMD.bed.gz', 'ENCFF215TKZ.bigBed']	['ENCFF539YJD.bigWig', 'ENCFF719MMB.tar.gz']	['ENCFF501JCC.bigWig', 'ENCFF922ZLQ.tar.gz']	['ENCFF918PCD.bigWig', 'ENCFF290REU.tar.gz']	['ENCFF712ICN.bigWig', 'ENCFF934XKW.tar.gz']	['ENCFF804BEL.tar.gz']	['ENCFF140YQX.tar.gz']	['ENCFF809CNR.tar.gz']	['ENCFF577OCF.bigWig']	['ENCFF934DHI.bigWig']	['ENCFF026UNA.bigWig']	['ENCFF749IPL.tar.gz']
